name,statePark,recreationArea,stateForest,description,physicalAddress,county,phoneNumber,dnrWebsite,directions,hours,LatLongCoordinates,slug,distance
Natural Bridge State Park,TRUE,FALSE,FALSE,"Natural Bridge State Park has a natural sandstone arch created by the eroding effects of wind and water. The bridge opening is 25 feet high by 35 feet wide. This weathered formation was missed by the glaciers during the last Ice Age. Near the bridge is a rock shelter used by native people when the glacier was melting, 11,000 years ago. The park is for day use only. ","E7792 County Road C
North Freedom WI 53951",Sauk County,608-356-8301,https://dnr.wisconsin.gov/topic/parks/naturalbridge,Natural Bridge State Park is about 0.75 miles east of the village of Leland on County Highway C in Sauk County.,The park is open year-round from 6 a.m. to 11 p.m.,"43.3439,-89.9311",Natural-Bridge-State-Park,-1
Nelson Dewey State Park,TRUE,FALSE,FALSE,"Nelson Dewey State Park overlooks the Mississippi River from a 500-foot bluff. At this park combine your interest in history with your enjoyment of the outdoors. Camp, hike or picnic high above the Mighty Mississippi. Named for Wisconsin’s first governor, Nelson Dewey, the park offers a rich history, featuring the Dewey home and the nearby Stonefield Historic site.","12190 Co Hwy VV
Cassville, WI 53806",Grant County,608-725-5374,https://dnr.wisconsin.gov/topic/parks/nelsondewey,"From State Highway 33 in Cassville, take County Highway V V northwest about a mile. The park entrance will be on your right and Stonefield Village Historic Site on your left.",The park is open year-round from 6 a.m. to 11 p.m.,"42.7316,-91.0175",Nelson-Dewey-State-Park,-1
New Glarus Woods State Park,TRUE,FALSE,FALSE,"New Glarus Woods State Park is a 435-acre state park offering camping, hiking, picnicking and snowshoeing just south of the city of New Glarus. The park has direct access to the Sugar River State Trail, a 24-mile linear trail surfaced with compressed limestone screenings, for bicycling, hiking and snowmobiling.","W5508 CTH NN
New Glarus, WI 53574",Green County,608-527-2335,https://dnr.wisconsin.gov/topic/parks/ngwoods,"From the Village of New Glarus, take State Highway 69 south about a mile to County Highway NN. Turn west on NN and go about 1/10 mile to the park entrance.",The park is open year-round from 6 a.m. to 11 p.m.,"42.7869,-89.6306",New-Glarus-Woods-State-Park,-1
Newport State Park,TRUE,FALSE,FALSE,"Newport's wilderness experience offers over 2,300 acres of forest on 11 miles of Lake Michigan shoreline, 30 miles of hiking trails, and backpack camping as a quiet alternative to bustling Door County. At the far end of the Door Peninsula, Newport is also designated as a Dark Sky Park, a perfect destination for stargazing. ","475 County Highway NP
Ellison Bay, WI 54210",Door County,920-854-2500,https://dnr.wisconsin.gov/topic/parks/newport,Newport State Park is near the tip of the Door County Peninsula off State Hwy. 42. Traveling north from Ellison Bay visitors should turn right/east off Hwy. 42. ,Newport State Park is open year-round from 6 a.m. to 11 p.m.,"45.2346,-86.9979",Newport-State-Park,-1
Northern Highland American Legion SF,FALSE,FALSE,TRUE,"With over 236,000 acres and more than 900 lakes within its boundaries, the Northern Highland - American Legion State Forest provides wonderfully scenic opportunities for a variety of outdoor recreation from wild and remote campsites accessible only by boat, to developed family and group campgrounds, beaches, boat launches and trails. The forest is spread across three counties near the towns of Woodruff, Minocqua and Boulder Junction. There are two main contact stations at Crystal and Clear lakes.","8282 Woodruff Road
Woodruff, WI 54568",Oneida County,715-356-3668,https://dnr.wisconsin.gov/topic/StateForests/nhal,"The Northern Highland-American Legion State Forest is located in Vilas, Oneida and Iron counties, in heart of the Northwoods near the cities of Woodruff and Minocqua. It is approximately four hours northeast of Minneapolis and four hours north of Madison. There are two main Visitor Contact Stations in the forest at Clear and Crystal lakes.",The forest is open from 6 a.m. to 11 p.m.,"45.8648,-89.6509",Northern-Highland-American-Legion-SF,-1
Pattison State Park,TRUE,FALSE,FALSE,"Pattison State Park features the highest waterfalls in Wisconsin and the fourth highest waterfall east of the Rocky Mountains. Big Manitou Falls is 165 feet high and Twin Little Manitou Falls is 31 feet high. This 1,400-acre park also has a lake with a beach, a nature center, camping and scenic hiking trails. ","6294 S State Rd 35
Superior WI 54880",Douglas County,715-399-3111,https://dnr.wisconsin.gov/topic/parks/pattison,"From Belknap Street (US Highway 2/53) in downtown Superior, go south on Tower Avenue (State Highway 35) 13 miles. The park's main entrance will be on your left.",Pattison State Park is open year-round from 6 a.m. to 11 p.m.,"46.5371,-92.1192",Pattison-State-Park,-1
Peninsula State Park,TRUE,FALSE,FALSE,"Considered Wisconsin's most complete park, Peninsula State Park offers over 460 campsites, three group camps, a summer theater, an 18-hole golf course, sand beach, bike trails, a lighthouse and eight miles of Door County shoreline. The rollicking waves that skip towards Peninsula's sky high bluffs are part of the Niagara Escarpment.","9462 Shore Rd.
Fish Creek, WI 54212",Door County,920-868-3258,https://dnr.wisconsin.gov/topic/parks/peninsula,"From Green Bay, take State Highway 57 north toward Sturgeon Bay. From Manitowoc, Take State Highway 42 north toward Sturgeon Bay. Before you get to Sturgeon Bay, Highways 57 and 42 join. Stay on State Highway 42 north to Fish Creek, where the highway turns east (right). Go 0.5 mile farther on Highway 42; the park entrance is on the north (left).",Open 6 a.m. to 11 p.m. year-round.,"45.1271,-87.2364",Peninsula-State-Park,-1
Perrot State Park,TRUE,FALSE,FALSE,"Perrot State Park's 1,200 acres are nestled among 500-foot bluffs where the Trempealeau and Mississippi rivers meet. Enjoy breathtaking river views from the hiking trails in this park, known for its natural, archaeological, and historical resources. There is direct access for bicyclists from the campground to the 24-mile Great River State Trail. There is also a marked canoe trail in Trempealeau Bay. Canoes can be rented at the park in season.","W26247 Sullivan Road
Trempealeau, WI 54661",Trempealeau County,608-534-6409,https://dnr.wisconsin.gov/topic/parks/perrot,"From the east or south, take US Highway 53 / State Highway 35 north from La Crosse. North of Holmen, turn left on Highway 35 where it splits from Highway 53. Take Highway 35 about 8 miles to Trempealeau.

In Trempealeau, Highway 35 becomes Main Street. Take Main Street south to First Street and turn right (west). First street becomes South Park Road in the park. Follow the signs to the park's various facilities and locations.",The park is open year-round from 6 a.m. to 11 p.m.,"44.0157,-91.4745",Perrot-State-Park,-1
Peshtigo River State Forest,FALSE,FALSE,TRUE,"Governor Earl Peshtigo River State Forest is a long, linear state forest in northeast Wisconsin bordering some of the most beautiful and exciting sections of the Peshtigo River. Anglers know the river's free-flowing portion for its excellent fly-fishing; paddlers brave the Midwest's longest continuous whitewater rapids; and boaters can access more than 3,000 acres of flowage from 15 boat landings. The forest offers a family campground and several remote boat-in campsites along the river.","N10008 Paust Lane
Crivitz, WI 54114",Marinette County,715-757-3965,https://dnr.wisconsin.gov/topic/StateForests/govearl,Governor Earl Peshtigo River State Forest is located in northeastern Wisconsin in Marinette and Oconto counties. The forest headquarters is about 16 miles northwest of the village of Crivitz within Governor Thompson State Park.,The forest is open year-round 6 a.m. to 11 p.m.,"45.3481,-88.1994",Peshtigo-River-State-Forest,-1
Point Beach State Forest,FALSE,FALSE,TRUE,"Point Beach State Forest features 3,000 acres of land and 6 miles of sandy beach along the shores of Lake Michigan. Point Beach offers family campsites, two large group cabins and an outdoor group camp. A popular feature within the property is the Rawley Point Lighthouse, which has been operated and maintained by the U.S. Coast Guard since 1853.","9400 County Highway O
Two Rivers, WI 54241",Manitowoc County,920-794-7480,https://dnr.wisconsin.gov/topic/parks/pointbeach,"To get to Point Beach from Two Rivers, the nearest community, take County Highway O north about 4 miles; the entrance road will be on your right.",The forest is open year-round from 6 a.m. to 11 p.m.,"44.2113,-87.5102",Point-Beach-State-Forest,-1
Potawatomi State Park,TRUE,FALSE,FALSE,"Potawatomi State Park on the shore of Sturgeon Bay in southern Door County, has 1,200 acres of gently rolling upland terrain bordered by steep slopes and rugged limestone cliffs. The park is named in honor of the tribe that inhabited Green Bay’s shores and islands when Europeans first settled the area. The tribe called themselves Bo-De-Wad-Me which means ""keeper of the fire.""","3740 County Road PD
Sturgeon Bay, WI 54235",Door County,920-746-2890,https://dnr.wisconsin.gov/topic/parks/potawatomi,"From Milwaukee: Take Interstate 43 or US Highway 41 north to Green Bay. (If you take Highway 41, take it to the north side of Green Bay and exit on Interstate 43 south.) On the northeast side of Green Bay, exit from Interstate 43 onto State Highway 57 north and continue as directed below.",The park is open year-round from 6 a.m. to 11 p.m.,"44.8518,-87.4250",Potawatomi-State-Park,-1
Rib Mountain State Park,TRUE,FALSE,FALSE,"This billion-year-old hill is one of the oldest geological formations on earth. Rib Mountain State Park is a premier day-use property with picnicking, hiking trails and reservable facilities that include a scenic amphitheater, indoor gathering space and picnic shelters. The top of the park offers spectacular views of the Wausau area and Wisconsin River. Granite Peak Ski Area is on the north face of the mountain and offers downhill skiing and snowboarding.","149801 State Park Road
Wausau WI 54401",Marathon County,715-842-2522,https://dnr.wisconsin.gov/topic/parks/ribmt,Rib Mountain is off of US Highway 51 just southwest of Wausau.,The park is open year-round from 6 a.m. to 11 p.m.,"44.9205,-89.6831",Rib-Mountain-State-Park,-1
Richard Bong St. Rec. Area,FALSE,TRUE,FALSE,"Once designated to be a jet fighter base, Richard Bong State Recreation Area is named after Major Richard I. Bong, a Poplar, WI native who was America's leading air ace during World War II. The air base was abandoned three days before concrete was to be poured for a 12,500-foot runway. Local citizens had the foresight to protect this open space for future generations.","26313 Burlington Rd.
Kansasville, WI 53139",Racine County,262-878-5600,https://dnr.wisconsin.gov/topic/parks/richardbong,"Richard Bong State Recreation Area is 8 miles southeast of Burlington, Wisconsin, on State Highway 142. The entrance is a little less than a mile west of State Highway 75.",Richard Bong State Recreation Area is open year-round from 6 a.m. to 11 p.m.,"42.6340,-88.1272",Richard-Bong-St-Rec-Area,-1
Roche-A-Cri State Park,TRUE,FALSE,FALSE,"Roche-A-Cri State Park, established in 1948, protects a 300-foot-high rock outcropping and Native American petroglyphs and pictographs. The name ""Roche-A-Cri"" comes from French words meaning ""screaming rock."" The park offers camping, picnicking, fishing and hiking trails with a stairway to the top of the mound. Native American petroglyphs and a wayside exhibit can also be viewed.","1767 State Highway 13
Friendship, WI, 53934",Adams County,608-339-6881,https://dnr.wisconsin.gov/topic/parks/rocheacri,"The main entrance to the park is about 1.5 miles north of Friendship on State Highway 13, on the west side of the highway.",The park is open year-round from 6 a.m. to 11 p.m.,"44.0011,-89.8132",Roche-A-Cri-State-Park,-1
Rock Island State Park,TRUE,FALSE,FALSE,"Take the ferry Memorial Day weekend through Columbus Day to this primitive Lake Michigan island where no vehicles are allowed. This unique park features the Pottawatomie Lighthouse as well as stone buildings built by a wealthy inventor who owned the island between 1910 and 1964. Rock Island offers rustic, walk-in campsites, hiking trails, a swimming beach and miles of shoreline to explore.","1924 Indian Point Road
Washington Island WI 54246",Door County,920-847-2235,https://dnr.wisconsin.gov/topic/parks/rockisland,"Two ferry rides are needed to reach Rock Island State Park. Take Wisconsin Highway 42 to its end at Northport, the tip of the Door County Peninsula. Take the Washington Island Ferry to Washington Island. The ferry carries people, vehicles, bicycles and freight. From the Washington Island ferry landing, travel across the island to the northeast side to the Rock Island ferry landing. Leave your vehicle or bike there and take the passengers-only Rock Island Ferry to Rock Island.","Beginning Friday, May 28, 2021, the park will be open from 6 a.m. to 11 p.m. daily.

The Rock Island Ferry runs Memorial Day Weekend through Columbus Day.","45.4004,-86.8567",Rock-Island-State-Park,-1
Rocky Arbor State Park,TRUE,FALSE,FALSE,"Rocky Arbor State Park is just 1.5 miles from Wisconsin Dells, offering seclusion from the busy vacation community with wooded campsites, hiking trails and picnic and playground areas in a setting surrounded by pine trees and sandstone bluffs.","N101 US Hwy. 12 and 16
Wisconsin Dells, WI 53965",Adams County,608-254-8001,https://dnr.wisconsin.gov/topic/parks/rockyarbor,"Take Interstate I-90/94 to Wisconsin Dells, and take exit 85. Go south, approximately 1/2 mile, on Highway 12 to the entrance for Rocky Arbor.",The park is open year-round from 6 a.m. to 11 p.m.,"43.6408,-89.8024",Rocky-Arbor-State-Park,-1
Sauk Prairie St. Rec. Area,FALSE,TRUE,FALSE,"Sauk Prairie State Recreation Area was once designated as an army ammunition plant that operated during World War II, the Korean War and the Vietnam War. It was the largest munitions factory in the world during World War II. The plant was declared excess to the Army's needs and has since been transferred to the state and other owners for recreation, conservation and research.","US Hwy. 12
Baraboo, WI 53913",Sauk County,608-356-8301,https://dnr.wisconsin.gov/topic/parks/saukprairie,Sauk Prairie State Recreation Area is in south-central Wisconsin just south of Devil's Lake State Park. The entrance to the recreation area is directly off of US Highway 12 about 8 miles south of Baraboo and 9 miles north of Sauk City.,The property is open from 6 a.m. to 11 p.m. daily.,"43.3700,-89.7672",Sauk-Prairie-St-Rec-Area,-1
Straight Lake State Park,TRUE,FALSE,FALSE,"Lake views and glacial features provide great vistas on the trails within this 2,000-acre park. Ten walk-in campsites, carry-in boat launches, and a picnic area with reservable shelter are found on the south side of the park's two wild lakes. A premier segment of the Ice Age National Scenic Trail meanders through the park.","2700 120th St.
Luck, WI 54853",Polk County,715-483-3747,https://dnr.wisconsin.gov/topic/parks/straightlake,Straight Lake State Park is about 4.5 miles northeast of Luck.,The park is open year-round from 6 a.m. to 11 p.m.,"45.5987,-92.4064",Straight-Lake-State-Park,-1
Tower Hill State Park,TRUE,FALSE,FALSE,"Visitors can see how lead shot was made in the mid-1800s, hike bluff trails and enjoy river views at this park outside Spring Green. A picnic area and shelter, hiking trails, canoe landing on the Wisconsin River and a small campground are all available.","5808 County Road C
Spring Green, WI 53588",Sauk County,608-588-2116,https://dnr.wisconsin.gov/topic/parks/towerhill,Tower Rock State Park is located between Craig and Pelican Point. The east side of Tower Rock is visible from I-15 and can be accessed by using Exit 247 at Hardy Creek.,The park is open year-round from 6 a.m. to 11 p.m.,"43.1471,-90.0478",Tower-Hill-State-Park,-1
Turtle-Flambeau Scenic Waters Area,TRUE,FALSE,FALSE,"Undisturbed, wooded shorelines and islands offer the opportunity to boat, camp, fish and enjoy the outdoors in wild and rugged northern Wisconsin. Spread across 40,000 acres in Iron County, the Turtle-Flambeau Scenic Waters Area offers 66 remote campsites accessible by water only.","5291 N. Statehouse Circle
Mercer, WI 54547",Iron County,715-476-7846,https://dnr.wisconsin.gov/topic/lands/turtleflambeau,The Turtle-Flambeau Scenic Waters Area is located in southern Iron County in far northern Wisconsin. Access from the south is via either U.S. Highway 51 or State Highway 13; access points are off State Highway 182 on the south side of the property or County Highway FF to the north. The property office is located on Highway 51 at the DNR Ranger Station in Mercer.,The property is open from 6 a.m. to 11 p.m. year-round.,"46.0994,-90.1699",Turtle-Flambeau-Scenic-Waters-Area,-1
Whitefish Dunes State Park,TRUE,FALSE,FALSE,"Whitefish Dunes State Park protects the fragile dune environment on the eastern Door County Peninsula. At this day-use park, stroll along Lake Michigan or on one of the many trails throughout the huge sand dunes and forest. A nature center features year-round programs, exhibits and displays. The park's reservable picnic shelter overlooks Lake Michigan and is adjacent to the nature center, beach and hiking trails.","3275 Clark Lake Road
Sturgeon Bay WI 54235",Door County,920-823-2400,https://dnr.wisconsin.gov/topic/parks/whitefish,Please note there is no access to the park entrance from South Cave Point Dr. The entrance is located off Clark Lake Road.,The park is open year-round from 6 a.m. to 8 p.m. The main gate opens at 8 a.m.,"44.9284,-87.1820",Whitefish-Dunes-State-Park,-1
Wildcat Mountain State Park,TRUE,FALSE,FALSE,"Located on a ridge rising steeply above the Kickapoo River, Wildcat Mountain State Park offers camping for families, groups and horseback riders. Twenty-one miles of scenic hiking, nature and equestrian trails meander through the park. An observation point and picnic areas overlook the Kickapoo Valley. The Kickapoo River is popular for paddling and rentals are available in the village of Ontario.","E13660 State Highway 33, PO Box 99
Ontario WI 54651",Vernon County,608-337-4775,https://dnr.wisconsin.gov/topic/parks/wildcat,"From the north, take State Highway 131 south from Interstate Highway 94 near Tomah about 20 miles to Ontario.",The park is open year-round from 6 a.m. to 11 p.m.,"43.6976,-90.5740",Wildcat-Mountain-State-Park,-1
Willow River State Park,TRUE,FALSE,FALSE,"This popular park in northwest Wisconsin features spectacular views of Willow Falls and the Willow River Gorge. Prairie remnants, miles of scenic hiking trails, family and group campgrounds, lakeside picnic areas and a nature center are all found within 2,800 acres of rolling countryside. Visitors will also enjoy paddling, fishing and swimming opportunities on Little Falls Lake.","1034 County Highway A
Hudson, WI 54016",St. Croix County,715-386-5931,https://dnr.wisconsin.gov/topic/parks/willowriver,"From Hudson, take County Highway A about 5 miles. The park entrance will be on your left.",The park is open year-round from 6 a.m. to 11 p.m.,"45.0124,-92.6784",Willow-River-State-Park,-1
Wyalusing State Park,TRUE,FALSE,FALSE,"At Wyalusing State Park, camp 500 feet above the confluence of the Wisconsin and Mississippi rivers. One of Wisconsin's oldest state parks, Wyalusing features family and group campsites, hiking trails, a canoe trail, Native American burial mounds, bird watching, fishing, boating, bicycling and picnicking on bluff top overlooks. Wyalusing's overnight group lodge and dormitories can be reserved by contacting the property office.","13081 State Park Lane
Bagley WI 53801",Grant County,608-996-2261,https://dnr.wisconsin.gov/topic/parks/wyalusing,"From US Highway 18 and State Highway 35, turn west on County Highway C about just south of the Wisconsin River bridge. Follow Highway C to Highway X. Turn right on Highway X and go one mile to the park entrance. Directional signs are at each intersection.",The park is open year-round from 6 a.m. to 11 p.m.,"42.9778,-91.1139",Wyalusing-State-Park,-1
Yellowstone Lake State Park,TRUE,FALSE,FALSE,"One of a few lakes in southwestern Wisconsin, 450-acre Yellowstone Lake State Park is a popular year-round recreation area that offers visitors ample space to enjoy camping, swimming, fishing, boating, hiking, biking and picnicking. In winter the park is open to ice fishing, snowmobiling and cross-country skiing. A large family campground and group camp are just a short walk from the beach and boat landing.","8495 Lake Road
Blanchardville WI 53516",Iowa County,608-523-4427,https://dnr.wisconsin.gov/topic/parks/yellowstone,"If you are traveling from Madison, head west on Highway 18/151 west toward Dodgeville. Near Mount Horeb you will see the exit to State Highway 78. Exit onto 78 and head south to Blanchardville. When you reach Blanchardville, cross the Pecatonica River. At the top of the hill is County Highway F (right hand turn). Take County Highway F about 8 miles to Lake Road. There you will see a sign for Yellowstone Lake State Park. Turn left onto Lake Road. The park office is about one mile down the road on the right side.",Yellowstone Lake State Park is open year-round from 6 a.m. to 11 p.m.,"42.7710,-89.9857",Yellowstone-Lake-State-Park,-1